CO(GT),NMHC(GT),C6H6(GT),NOx(GT),NO2(GT),PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Combined_Pollutant,AQI_Category
0.5,-200.0,3.0,38.0,51.0,797.0,654.0,1097.0,1450.0,720.0,20.8,49.4,1.1994,51.5,Hazardous
1.0,-200.0,7.5,92.0,69.0,915.0,877.0,897.0,1651.0,937.0,19.9,51.8,1.1911,70.0,Hazardous
2.4,-200.0,10.9,181.0,96.0,1003.0,1009.0,823.0,1710.0,1015.0,25.3,35.8,1.1421,98.4,Hazardous
1.4,-200.0,6.9,61.0,81.0,986.0,853.0,865.0,1645.0,794.0,20.9,59.8,1.4659,82.4,Hazardous
0.8,-200.0,4.0,34.0,51.0,872.0,709.0,1034.0,1522.0,599.0,21.3,58.1,1.457,51.8,Hazardous
0.6,-200.0,2.6,24.0,40.0,812.0,626.0,1134.0,1471.0,625.0,20.3,58.9,1.3878,40.6,Hazardous
0.5,-200.0,2.4,27.0,34.0,810.0,612.0,1163.0,1462.0,595.0,21.3,54.5,1.3682,34.5,Very Unhealthy
1.0,-200.0,6.8,70.0,61.0,936.0,849.0,882.0,1640.0,886.0,20.6,57.4,1.3753,62.0,Hazardous
2.7,-200.0,18.9,176.0,95.0,1244.0,1265.0,640.0,2084.0,1257.0,21.3,56.9,1.4226,97.7,Hazardous
1.7,-200.0,8.3,109.0,84.0,1005.0,910.0,881.0,1670.0,751.0,28.4,34.4,1.314,85.7,Hazardous
1.7,-200.0,9.0,102.0,85.0,1032.0,940.0,862.0,1703.0,733.0,30.1,30.9,1.2958,86.7,Hazardous
2.5,-200.0,13.5,113.0,97.0,1081.0,1099.0,749.0,1854.0,1087.0,21.8,47.8,1.2325,99.5,Hazardous
2.1,-200.0,9.9,109.0,95.0,1017.0,975.0,822.0,1722.0,1014.0,20.9,51.0,1.2446,97.1,Hazardous
1.0,-200.0,4.4,53.0,68.0,836.0,734.0,1035.0,1501.0,801.0,20.8,51.7,1.2572,69.0,Hazardous
0.5,-200.0,3.4,35.0,44.0,798.0,677.0,1092.0,1473.0,696.0,20.2,53.8,1.2569,44.5,Hazardous
1.3,-200.0,9.3,123.0,77.0,966.0,951.0,812.0,1735.0,996.0,18.3,60.8,1.2635,78.3,Hazardous
1.7,-200.0,8.2,103.0,97.0,976.0,909.0,878.0,1675.0,830.0,25.8,40.9,1.3389,98.7,Hazardous
1.7,-200.0,8.7,87.0,94.0,1016.0,929.0,868.0,1724.0,853.0,25.2,43.0,1.358,95.7,Hazardous
1.0,-200.0,6.0,63.0,81.0,886.0,813.0,936.0,1592.0,918.0,23.5,48.3,1.3777,82.0,Hazardous
0.5,-200.0,3.1,30.0,43.0,791.0,658.0,1140.0,1467.0,609.0,24.0,45.8,1.3467,43.5,Hazardous
0.3,-200.0,1.8,19.0,32.0,740.0,568.0,1259.0,1404.0,510.0,22.8,48.1,1.3184,32.3,Very Unhealthy
0.4,-200.0,2.6,27.0,36.0,775.0,628.0,1178.0,1437.0,554.0,21.9,50.1,1.3002,36.4,Very Unhealthy
0.8,-200.0,6.5,65.0,59.0,872.0,833.0,947.0,1598.0,760.0,20.4,54.1,1.28,59.8,Hazardous
2.2,-200.0,14.5,169.0,92.0,1123.0,1134.0,711.0,1922.0,1170.0,20.8,52.6,1.2758,94.2,Hazardous
1.7,-200.0,10.2,84.0,98.0,1062.0,984.0,816.0,1796.0,842.0,25.2,46.6,1.4733,99.7,Hazardous
1.6,-200.0,10.4,87.0,87.0,1038.0,992.0,802.0,1731.0,1007.0,24.4,47.4,1.4301,88.6,Hazardous
1.0,-200.0,6.5,58.0,80.0,935.0,836.0,909.0,1604.0,855.0,23.3,49.9,1.4135,81.0,Hazardous
0.6,-200.0,4.3,39.0,62.0,861.0,729.0,1043.0,1528.0,689.0,23.8,47.3,1.3783,62.6,Hazardous
0.6,-200.0,3.9,38.0,54.0,850.0,703.0,1021.0,1511.0,658.0,21.2,55.0,1.3689,54.6,Hazardous
0.5,-200.0,3.0,41.0,56.0,817.0,651.0,1109.0,1472.0,628.0,21.7,52.6,1.35,56.5,Hazardous
0.5,-200.0,3.2,47.0,62.0,825.0,667.0,1079.0,1475.0,659.0,22.8,48.9,1.3424,62.5,Hazardous
0.9,-200.0,5.6,72.0,72.0,921.0,792.0,943.0,1595.0,799.0,23.5,47.6,1.3611,72.9,Hazardous
1.4,-200.0,9.1,100.0,86.0,1031.0,945.0,806.0,1697.0,964.0,24.6,44.9,1.3661,87.4,Hazardous
1.6,-200.0,8.6,109.0,98.0,1095.0,923.0,843.0,1736.0,999.0,29.3,35.9,1.4411,99.6,Hazardous
1.7,-200.0,9.8,75.0,84.0,1101.0,972.0,819.0,1714.0,752.0,34.4,26.6,1.423,85.7,Hazardous
1.5,-200.0,10.3,72.0,83.0,1060.0,991.0,833.0,1718.0,778.0,36.1,22.1,1.3004,84.5,Hazardous
1.2,-200.0,-200.0,56.0,68.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,69.2,Hazardous
1.2,-200.0,-200.0,51.0,63.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,64.2,Hazardous
1.1,-200.0,-200.0,52.0,65.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,66.1,Hazardous
1.0,-200.0,-200.0,46.0,63.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,64.0,Hazardous
1.1,-200.0,-200.0,44.0,56.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,57.1,Hazardous
1.6,-200.0,-200.0,72.0,77.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,78.6,Hazardous
1.7,-200.0,-200.0,88.0,91.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,92.7,Hazardous
1.4,-200.0,-200.0,56.0,70.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,71.4,Hazardous
1.7,-200.0,-200.0,82.0,95.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,96.7,Hazardous
1.2,-200.0,-200.0,54.0,65.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,66.2,Hazardous
1.0,-200.0,-200.0,48.0,60.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,61.0,Hazardous
1.0,-200.0,-200.0,40.0,60.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,61.0,Hazardous
0.9,-200.0,-200.0,48.0,65.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,65.9,Hazardous
0.8,-200.0,-200.0,44.0,55.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,55.8,Hazardous
1.0,-200.0,-200.0,59.0,66.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,67.0,Hazardous
1.2,-200.0,-200.0,59.0,67.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,68.2,Hazardous
1.2,-200.0,-200.0,53.0,64.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,65.2,Hazardous
1.0,-200.0,-200.0,42.0,59.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,60.0,Hazardous
1.0,-200.0,-200.0,43.0,59.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,60.0,Hazardous
0.6,-200.0,-200.0,23.0,36.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,36.6,Very Unhealthy
0.7,-200.0,-200.0,22.0,35.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,35.7,Very Unhealthy
0.8,-200.0,-200.0,37.0,54.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,54.8,Hazardous
1.1,-200.0,-200.0,53.0,71.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,72.1,Hazardous
1.4,-200.0,-200.0,68.0,86.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,87.4,Hazardous
1.6,-200.0,-200.0,75.0,87.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,88.6,Hazardous
1.4,-200.0,-200.0,74.0,85.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,86.4,Hazardous
2.3,-200.0,-200.0,92.0,91.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,93.3,Hazardous
2.2,-200.0,-200.0,76.0,83.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,85.2,Hazardous
0.6,-200.0,-200.0,21.0,36.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,36.6,Very Unhealthy
0.3,-200.0,1.5,15.0,24.0,732.0,544.0,1353.0,1367.0,466.0,18.9,55.2,1.1895,24.3,Very Unhealthy
0.5,-200.0,3.5,52.0,43.0,809.0,681.0,1108.0,1463.0,609.0,18.2,57.6,1.193,43.5,Hazardous
1.3,-200.0,8.3,85.0,64.0,934.0,911.0,857.0,1639.0,863.0,18.6,56.0,1.1865,65.3,Hazardous
2.5,-200.0,17.3,177.0,91.0,1132.0,1220.0,691.0,1910.0,1203.0,20.8,48.0,1.1702,93.5,Hazardous
1.2,-200.0,7.2,66.0,76.0,838.0,868.0,1005.0,1454.0,540.0,30.1,18.5,0.7747,77.2,Hazardous
1.4,-200.0,8.3,85.0,84.0,875.0,912.0,978.0,1504.0,601.0,29.5,19.4,0.7872,85.4,Hazardous
1.6,-200.0,9.5,92.0,95.0,966.0,959.0,838.0,1686.0,852.0,21.8,46.3,1.1913,96.6,Hazardous
1.3,-200.0,7.4,75.0,80.0,920.0,875.0,915.0,1594.0,744.0,20.9,48.9,1.1945,81.3,Hazardous
1.1,-200.0,6.4,74.0,79.0,889.0,831.0,956.0,1570.0,760.0,20.5,49.9,1.1903,80.1,Hazardous
0.7,-200.0,4.1,35.0,49.0,825.0,715.0,1062.0,1462.0,613.0,20.0,50.9,1.1794,49.7,Hazardous
0.4,-200.0,1.9,22.0,36.0,758.0,580.0,1215.0,1374.0,531.0,22.1,44.3,1.1665,36.4,Very Unhealthy
0.2,-200.0,1.2,24.0,40.0,719.0,522.0,1385.0,1343.0,509.0,19.8,50.3,1.1444,40.2,Hazardous
0.3,-200.0,2.2,30.0,37.0,757.0,596.0,1236.0,1381.0,560.0,19.0,52.8,1.1489,37.3,Very Unhealthy
0.9,-200.0,6.4,93.0,67.0,890.0,831.0,922.0,1594.0,826.0,17.8,56.5,1.1375,67.9,Hazardous
1.7,-200.0,11.2,115.0,98.0,1040.0,1022.0,826.0,1747.0,812.0,31.8,25.6,1.1868,99.7,Hazardous
1.8,-200.0,9.3,104.0,93.0,959.0,949.0,857.0,1640.0,949.0,25.2,36.4,1.1528,94.8,Hazardous
1.7,-200.0,10.5,104.0,96.0,1004.0,997.0,813.0,1726.0,1018.0,24.0,39.6,1.1662,97.7,Hazardous
1.2,-200.0,8.0,79.0,83.0,965.0,900.0,864.0,1631.0,968.0,22.9,43.6,1.1974,84.2,Hazardous
0.8,-200.0,4.6,51.0,66.0,849.0,744.0,1004.0,1496.0,806.0,22.8,43.9,1.202,66.8,Hazardous
0.5,-200.0,3.2,38.0,55.0,809.0,666.0,1093.0,1455.0,714.0,21.8,47.3,1.2189,55.5,Hazardous
0.4,-200.0,2.2,30.0,40.0,768.0,597.0,1155.0,1396.0,606.0,21.7,46.8,1.2031,40.4,Hazardous
1.0,-200.0,6.7,73.0,51.0,917.0,842.0,934.0,1656.0,819.0,20.3,52.3,1.2367,52.0,Hazardous
1.5,-200.0,8.6,63.0,64.0,1054.0,923.0,783.0,1793.0,899.0,23.3,60.5,1.706,65.5,Hazardous
1.0,-200.0,5.3,35.0,44.0,962.0,778.0,929.0,1645.0,726.0,23.3,59.4,1.6753,45.0,Hazardous
0.6,-200.0,2.8,21.0,35.0,871.0,639.0,1062.0,1528.0,684.0,23.7,53.5,1.546,35.6,Very Unhealthy
0.6,-200.0,3.1,41.0,46.0,877.0,658.0,1047.0,1530.0,779.0,21.2,60.9,1.5092,46.6,Hazardous
0.7,-200.0,3.7,48.0,54.0,893.0,696.0,1008.0,1548.0,801.0,22.1,56.2,1.48,54.7,Hazardous
1.2,-200.0,6.9,102.0,68.0,1030.0,851.0,824.0,1700.0,983.0,21.9,57.0,1.4742,69.2,Hazardous
1.5,-200.0,8.6,111.0,77.0,1059.0,926.0,783.0,1750.0,989.0,24.7,45.9,1.4061,78.5,Hazardous
1.3,-200.0,7.1,93.0,74.0,1020.0,860.0,864.0,1649.0,875.0,27.0,40.8,1.4286,75.3,Hazardous
1.6,-200.0,6.6,118.0,92.0,1045.0,840.0,879.0,1656.0,807.0,29.1,37.4,1.4833,93.6,Hazardous
1.5,-200.0,7.2,93.0,83.0,1029.0,866.0,874.0,1651.0,727.0,31.1,32.4,1.4351,84.5,Hazardous
1.2,-200.0,5.0,56.0,58.0,959.0,763.0,976.0,1561.0,549.0,31.9,30.3,1.4125,59.2,Hazardous
1.1,-200.0,5.7,51.0,55.0,975.0,798.0,939.0,1576.0,570.0,32.8,28.9,1.412,56.1,Hazardous
1.2,-200.0,6.0,52.0,61.0,988.0,813.0,927.0,1596.0,596.0,33.4,27.8,1.4119,62.2,Hazardous
1.3,-200.0,6.1,59.0,65.0,971.0,818.0,942.0,1565.0,585.0,35.3,23.7,1.3331,66.3,Hazardous
1.4,-200.0,8.0,62.0,74.0,999.0,899.0,869.0,1629.0,637.0,35.8,22.4,1.2915,75.4,Hazardous
1.6,-200.0,7.8,85.0,89.0,989.0,889.0,889.0,1602.0,664.0,35.3,20.8,1.1664,90.6,Hazardous
2.0,-200.0,10.9,95.0,94.0,1035.0,1011.0,750.0,1752.0,1039.0,23.0,48.1,1.3322,96.0,Hazardous
0.9,-200.0,3.6,34.0,52.0,839.0,690.0,1030.0,1457.0,640.0,24.8,43.4,1.3366,52.9,Hazardous
0.6,-200.0,2.4,45.0,64.0,804.0,616.0,1144.0,1427.0,662.0,21.7,50.2,1.2917,64.6,Hazardous
0.6,-200.0,3.0,35.0,46.0,811.0,651.0,1097.0,1442.0,579.0,21.9,50.7,1.3138,46.6,Hazardous
1.6,-200.0,8.9,141.0,88.0,1028.0,934.0,818.0,1743.0,987.0,20.1,57.0,1.3216,89.6,Hazardous
1.9,-200.0,9.8,95.0,93.0,1014.0,970.0,826.0,1684.0,763.0,34.7,22.6,1.2297,94.9,Hazardous
1.6,-200.0,8.3,88.0,89.0,972.0,912.0,882.0,1596.0,675.0,35.5,20.3,1.1586,90.6,Hazardous
1.6,-200.0,7.5,89.0,84.0,951.0,880.0,920.0,1539.0,637.0,35.9,18.8,1.0912,85.6,Hazardous
1.2,-200.0,6.2,76.0,79.0,870.0,823.0,975.0,1398.0,848.0,24.0,31.2,0.919,80.2,Hazardous
1.0,-200.0,5.1,52.0,69.0,857.0,769.0,1006.0,1390.0,759.0,22.4,34.9,0.9362,70.0,Hazardous
0.9,-200.0,4.5,47.0,61.0,835.0,739.0,1036.0,1382.0,694.0,21.2,37.6,0.9355,61.9,Hazardous
0.4,-200.0,2.3,41.0,58.0,769.0,606.0,1171.0,1314.0,610.0,19.5,42.4,0.9515,58.4,Hazardous
0.9,-200.0,5.5,74.0,70.0,891.0,790.0,960.0,1466.0,816.0,18.6,45.8,0.9723,70.9,Hazardous
1.4,-200.0,8.5,89.0,90.0,985.0,919.0,918.0,1540.0,737.0,36.3,17.5,1.0411,91.4,Hazardous
1.4,-200.0,8.2,70.0,86.0,960.0,909.0,910.0,1523.0,675.0,37.7,16.0,1.0231,87.4,Hazardous
1.0,-200.0,5.9,51.0,69.0,927.0,806.0,1013.0,1446.0,559.0,38.3,15.8,1.0465,70.0,Hazardous
1.0,-200.0,5.6,52.0,65.0,958.0,795.0,1002.0,1481.0,604.0,38.4,17.5,1.1609,66.0,Hazardous
1.2,-200.0,6.7,70.0,73.0,1019.0,842.0,935.0,1565.0,729.0,37.2,20.5,1.2813,74.2,Hazardous
1.3,-200.0,6.1,80.0,73.0,1010.0,816.0,955.0,1567.0,741.0,34.0,26.4,1.3781,74.3,Hazardous
1.5,-200.0,6.7,90.0,78.0,1030.0,844.0,917.0,1599.0,747.0,32.3,30.4,1.445,79.5,Hazardous
1.9,-200.0,9.2,111.0,98.0,1100.0,946.0,827.0,1726.0,932.0,30.5,33.9,1.4564,99.9,Hazardous
1.4,-200.0,7.0,73.0,83.0,1036.0,859.0,900.0,1645.0,860.0,28.4,39.1,1.4881,84.4,Hazardous
1.7,-200.0,9.5,75.0,88.0,1085.0,959.0,827.0,1747.0,963.0,27.7,40.6,1.4828,89.7,Hazardous
2.1,-200.0,11.7,120.0,97.0,1127.0,1041.0,728.0,1830.0,1266.0,26.5,44.8,1.528,99.1,Hazardous
1.4,-200.0,9.3,71.0,75.0,1038.0,950.0,776.0,1750.0,1181.0,25.5,47.6,1.5318,76.4,Hazardous
1.0,-200.0,6.4,40.0,53.0,948.0,829.0,873.0,1638.0,937.0,25.2,47.8,1.5076,54.0,Hazardous
0.8,-200.0,4.2,34.0,45.0,869.0,723.0,975.0,1522.0,789.0,23.2,52.3,1.4668,45.8,Hazardous
0.5,-200.0,2.6,27.0,42.0,809.0,628.0,1127.0,1490.0,682.0,24.0,50.3,1.4811,42.5,Hazardous
0.6,-200.0,2.8,30.0,44.0,833.0,641.0,1088.0,1496.0,717.0,23.5,51.2,1.4634,44.6,Hazardous
0.6,-200.0,3.1,40.0,50.0,857.0,661.0,1083.0,1511.0,696.0,23.5,50.8,1.452,50.6,Hazardous
1.0,-200.0,6.2,56.0,60.0,966.0,820.0,913.0,1634.0,807.0,24.7,47.6,1.4597,61.0,Hazardous
1.1,-200.0,6.3,59.0,74.0,939.0,828.0,991.0,1486.0,639.0,37.8,18.5,1.1977,75.1,Hazardous
0.8,-200.0,3.5,42.0,56.0,816.0,684.0,1195.0,1285.0,467.0,39.0,15.1,1.0424,56.8,Hazardous
0.7,-200.0,4.0,38.0,50.0,841.0,712.0,1175.0,1339.0,476.0,41.3,12.8,0.9933,50.7,Hazardous
0.7,-200.0,4.2,40.0,54.0,842.0,722.0,1163.0,1294.0,490.0,41.8,11.9,0.9476,54.7,Hazardous
1.2,-200.0,6.9,70.0,90.0,990.0,852.0,967.0,1488.0,669.0,42.2,14.2,1.1609,91.2,Hazardous
1.2,-200.0,7.9,69.0,78.0,991.0,896.0,857.0,1616.0,926.0,27.2,38.9,1.3821,79.2,Hazardous
1.0,-200.0,5.0,47.0,63.0,923.0,765.0,952.0,1508.0,786.0,26.7,40.0,1.3754,64.0,Hazardous
0.6,-200.0,3.4,26.0,41.0,874.0,679.0,1049.0,1444.0,619.0,26.0,41.2,1.3598,41.6,Hazardous
0.4,-200.0,2.7,24.0,39.0,838.0,632.0,1079.0,1438.0,634.0,24.0,46.6,1.37,39.4,Very Unhealthy
0.5,-200.0,3.1,55.0,60.0,827.0,656.0,1075.0,1447.0,722.0,24.0,46.4,1.3689,60.5,Hazardous
0.7,-200.0,5.0,47.0,54.0,901.0,763.0,984.0,1552.0,717.0,23.7,47.1,1.3602,54.7,Hazardous
1.6,-200.0,11.1,93.0,97.0,1079.0,1018.0,793.0,1739.0,850.0,40.1,19.3,1.4013,98.6,Hazardous
1.8,-200.0,11.1,89.0,92.0,1079.0,1020.0,754.0,1760.0,1014.0,29.7,33.9,1.3874,93.8,Hazardous
2.0,-200.0,11.7,100.0,96.0,1085.0,1039.0,745.0,1790.0,1092.0,27.8,38.7,1.4187,98.0,Hazardous
1.5,-200.0,9.7,86.0,80.0,1050.0,966.0,780.0,1748.0,1090.0,27.8,40.0,1.4691,81.5,Hazardous
0.8,-200.0,6.0,52.0,65.0,941.0,814.0,873.0,1592.0,979.0,27.5,41.3,1.4962,65.8,Hazardous
0.4,-200.0,3.9,27.0,46.0,891.0,705.0,980.0,1534.0,806.0,27.3,41.6,1.4906,46.4,Hazardous
0.5,-200.0,3.0,42.0,54.0,863.0,652.0,1055.0,1504.0,816.0,25.9,45.1,1.4889,54.5,Hazardous
0.7,-200.0,5.4,57.0,62.0,956.0,784.0,928.0,1634.0,934.0,25.3,47.6,1.5108,62.7,Hazardous
2.2,-200.0,13.7,100.0,97.0,1194.0,1106.0,667.0,1985.0,1194.0,28.2,48.1,1.8144,99.2,Hazardous
0.9,-200.0,6.1,35.0,47.0,965.0,818.0,844.0,1681.0,777.0,26.8,52.4,1.8141,47.9,Hazardous
0.8,-200.0,5.8,33.0,44.0,961.0,801.0,850.0,1683.0,798.0,26.0,54.9,1.8141,44.8,Hazardous
0.5,-200.0,2.6,28.0,42.0,864.0,629.0,1052.0,1558.0,728.0,26.9,51.8,1.805,42.5,Hazardous
0.7,-200.0,4.6,49.0,57.0,952.0,742.0,892.0,1656.0,953.0,24.6,59.1,1.8013,57.7,Hazardous
0.9,-200.0,7.4,81.0,61.0,1009.0,875.0,797.0,1738.0,1060.0,26.4,53.1,1.7987,61.9,Hazardous
1.5,-200.0,9.9,66.0,77.0,1032.0,974.0,763.0,1800.0,982.0,26.2,49.4,1.6555,78.5,Hazardous
0.9,-200.0,5.1,36.0,50.0,893.0,767.0,918.0,1607.0,805.0,26.9,49.3,1.7196,50.9,Hazardous
0.6,-200.0,3.2,31.0,40.0,850.0,664.0,1038.0,1568.0,727.0,24.9,54.6,1.6908,40.6,Hazardous
0.8,-200.0,5.4,75.0,66.0,938.0,782.0,879.0,1685.0,1001.0,23.4,58.6,1.6651,66.8,Hazardous
0.9,-200.0,6.4,66.0,60.0,948.0,828.0,858.0,1711.0,994.0,24.4,55.2,1.6604,60.9,Hazardous
2.4,-200.0,17.1,154.0,85.0,1225.0,1214.0,625.0,2090.0,1322.0,25.1,54.3,1.7057,87.4,Hazardous
1.7,-200.0,10.0,83.0,90.0,1065.0,977.0,736.0,1733.0,1103.0,25.9,46.1,1.5174,91.7,Hazardous
1.5,-200.0,7.6,77.0,87.0,1024.0,882.0,791.0,1662.0,1072.0,25.3,47.6,1.513,88.5,Hazardous
0.5,-200.0,2.9,50.0,61.0,887.0,647.0,1046.0,1500.0,740.0,25.1,48.0,1.5115,61.5,Hazardous
0.8,-200.0,5.6,60.0,63.0,993.0,795.0,888.0,1629.0,770.0,24.8,50.6,1.5654,63.8,Hazardous
1.1,-200.0,7.4,72.0,84.0,953.0,874.0,854.0,1528.0,899.0,24.2,37.3,1.1118,85.1,Hazardous
0.7,-200.0,4.6,50.0,77.0,897.0,745.0,968.0,1461.0,807.0,23.4,40.6,1.1571,77.7,Hazardous
0.4,-200.0,2.8,27.0,41.0,828.0,639.0,1077.0,1371.0,573.0,22.6,43.0,1.1629,41.4,Hazardous
0.7,-200.0,4.5,74.0,68.0,892.0,739.0,964.0,1479.0,768.0,20.2,50.7,1.1844,68.7,Hazardous
0.7,-200.0,5.9,69.0,69.0,914.0,809.0,912.0,1530.0,807.0,20.5,49.3,1.176,69.7,Hazardous
1.3,-200.0,8.8,104.0,97.0,974.0,930.0,872.0,1536.0,712.0,33.9,21.3,1.1067,98.3,Hazardous
1.5,-200.0,9.9,99.0,94.0,977.0,973.0,865.0,1550.0,712.0,36.3,16.0,0.9465,95.5,Hazardous
1.3,-200.0,7.4,89.0,86.0,912.0,873.0,946.0,1436.0,614.0,36.6,15.2,0.9177,87.3,Hazardous
0.8,-200.0,6.1,57.0,70.0,896.0,817.0,992.0,1426.0,554.0,37.4,15.8,0.9998,70.8,Hazardous
0.8,-200.0,6.2,64.0,70.0,896.0,822.0,1002.0,1391.0,722.0,37.9,15.0,0.9721,70.8,Hazardous
1.1,-200.0,7.1,65.0,82.0,956.0,862.0,930.0,1479.0,636.0,38.0,16.8,1.0933,83.1,Hazardous
1.2,-200.0,8.0,79.0,93.0,970.0,900.0,909.0,1524.0,664.0,36.9,17.5,1.0789,94.2,Hazardous
1.2,-200.0,7.3,80.0,89.0,929.0,869.0,942.0,1454.0,624.0,35.3,17.0,0.9561,90.2,Hazardous
1.4,-200.0,8.7,81.0,90.0,947.0,926.0,905.0,1484.0,659.0,31.9,20.4,0.9462,91.4,Hazardous
1.1,-200.0,7.5,59.0,67.0,1003.0,880.0,864.0,1537.0,695.0,29.1,29.6,1.1792,68.1,Hazardous
1.5,-200.0,9.0,90.0,94.0,1045.0,940.0,822.0,1658.0,920.0,27.4,33.4,1.2022,95.5,Hazardous
1.1,-200.0,6.4,68.0,71.0,983.0,831.0,847.0,1585.0,887.0,24.5,44.4,1.3476,72.1,Hazardous
1.1,-200.0,7.2,65.0,71.0,1007.0,864.0,816.0,1639.0,987.0,22.6,51.0,1.3805,72.1,Hazardous
0.6,-200.0,4.3,38.0,49.0,914.0,725.0,949.0,1550.0,780.0,21.2,56.8,1.4094,49.6,Hazardous
0.6,-200.0,3.8,31.0,43.0,886.0,702.0,971.0,1528.0,767.0,20.3,59.6,1.3994,43.6,Hazardous
0.6,-200.0,4.0,40.0,44.0,899.0,708.0,972.0,1559.0,780.0,21.3,56.7,1.4178,44.6,Hazardous
0.6,-200.0,4.2,36.0,42.0,942.0,723.0,968.0,1573.0,698.0,23.0,54.6,1.5177,42.6,Hazardous
1.1,-200.0,6.1,64.0,69.0,1022.0,817.0,835.0,1669.0,821.0,23.7,54.3,1.5731,70.1,Hazardous
1.0,-200.0,6.0,56.0,65.0,1009.0,810.0,859.0,1634.0,772.0,25.4,49.3,1.5732,66.0,Hazardous
1.0,-200.0,5.9,56.0,68.0,1025.0,809.0,877.0,1606.0,690.0,29.6,37.7,1.544,69.0,Hazardous
1.0,-200.0,5.4,43.0,58.0,977.0,783.0,939.0,1543.0,586.0,33.9,26.2,1.3664,59.0,Hazardous
0.8,-200.0,4.9,40.0,52.0,936.0,757.0,1007.0,1459.0,523.0,35.8,22.4,1.2933,52.8,Hazardous
0.7,-200.0,3.9,34.0,46.0,884.0,703.0,1076.0,1394.0,488.0,37.9,18.8,1.222,46.7,Hazardous
0.4,-200.0,3.2,28.0,40.0,809.0,664.0,1185.0,1270.0,427.0,38.5,14.8,0.9942,40.4,Hazardous
0.5,-200.0,4.1,32.0,47.0,852.0,718.0,1109.0,1307.0,468.0,39.3,14.5,1.0149,47.5,Hazardous
0.6,-200.0,4.0,39.0,56.0,872.0,708.0,1106.0,1331.0,489.0,38.9,15.6,1.0613,56.6,Hazardous
0.7,-200.0,4.8,52.0,64.0,839.0,752.0,1102.0,1298.0,515.0,37.9,12.7,0.8211,64.7,Hazardous
0.9,-200.0,5.5,60.0,71.0,854.0,788.0,1064.0,1310.0,562.0,35.8,13.4,0.7749,71.9,Hazardous
1.6,-200.0,9.1,102.0,97.0,985.0,944.0,866.0,1541.0,833.0,30.1,23.5,0.9869,98.6,Hazardous
1.3,-200.0,7.4,89.0,87.0,1012.0,876.0,853.0,1580.0,967.0,26.0,35.7,1.1842,88.3,Hazardous
1.5,-200.0,9.0,107.0,93.0,1025.0,939.0,790.0,1635.0,1103.0,24.7,38.7,1.1845,94.5,Hazardous
0.6,-200.0,3.7,41.0,55.0,848.0,692.0,1034.0,1412.0,734.0,25.5,35.7,1.1499,55.6,Hazardous
0.4,-200.0,3.0,34.0,49.0,839.0,652.0,1075.0,1405.0,671.0,22.5,43.2,1.1589,49.4,Hazardous
0.4,-200.0,2.4,38.0,43.0,799.0,613.0,1120.0,1387.0,641.0,21.6,45.7,1.1665,43.4,Hazardous
